,np_synthesis,Source_origin,method,Solvent_for_extract,Template_type,Capping_type,shape,Bio_component_class,amw,chi0v,Red_env_strength,Red_env_type,coating,Valance_electron,Solvent_polar,lipinskiHBA,CrippenClogP,hallKierAlpha,kappa1,NumHBA,np_size_avg__nm_,np_size_min__nm_,np_size_max__nm_,time_set__hours_,bacteria_strain_1,bacteria_strain_2,reward,fe,fe_bacteria_1,fe_bacteria_2
2977,"Chemical synthesis, purchased from Sigma-Aldrich",commercial,MIC,water,none,none,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.13,20.25,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,3.46,3.46,1.94,-1.52
2978,Chemical_synthesis using titanyl nitrate,lab,MBEC,water,none,none,spherical,,79.865,2.878049394,medium,chemical,0,16,0,2,-0.2401,0.314285714,3.314285714,2,68.23,2.8,117.3,38.77,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.1,-0.1,6.01,6.11
2979,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.33,-0.33,2.4,2.73
2980,Chemical synthesis using sodium borohydride and trisodium citrate,lab,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,86.43,247.0,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.1,1.1,3.36,2.26
2981,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,144.56,83.85,196.15,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.11,1.11,2.02,0.91
2982,"Chemical synthesis, purchased from Nano-world Company",commercial,MIC,water,none,none,spherical,,107.868,1.78376517,medium,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.31,1.31,-0.22,-1.53
2983,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.13,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,2.1,2.1,1.66,-0.44
2984,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,3.12,0.03,5.7,2.62,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.69,-0.69,2.54,3.23
2985,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,78.71,0.79,137.15,36.52,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.16,0.16,1.27,1.11
2986,Green synthesis using Commiphora gileadensis,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,158.23,44.54,243.5,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.37,1.37,0.96,-0.41
2987,chemical_synthesis using zinc nitrate,lab,MIC,water,none,none,spherical,,81.389,4.082482905,medium,chemical,0,8,0,1,-0.1213,0.423376623,2.423376623,1,121.42,82.96,169.5,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,2.33,2.33,2.52,0.19
2988,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,119.4,43.85,213.84,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.31,1.31,0.7,-0.61
2989,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,33.18,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.3,-0.3,3.24,3.54
2990,Green synthesis using Azmak leaf,lab,MIC,methanol,none,none,spherical,phenolic,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,28.34,15.29,40.96,19.45,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.38,-0.38,3.18,3.56
2991,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,328.93,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.08,0.08,0.81,0.73
2992,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,38.72,0.39,67.47,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.19,0.19,1.19,1.0
2993,"Chemical synthesis, purchased from Sigma-Aldrich",commercial,MIC,water,none,none,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.6,0.95,16.53,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,2.03,2.03,0.64,-1.38
2994,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.54,0.54,0.38,-0.15
2995,Chemical synthesis using sodium borohydride and trisodium citrate,lab,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.04,-0.04,3.97,4.01
2996,Green synthesis using Gloeophyllum striatum,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,3.44,3.41,3.46,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.21,0.21,2.5,2.29
2997,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.77,0.77,3.15,2.38
2998,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.08,0.08,0.81,0.73
2999,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.83,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.06,1.06,4.04,2.98
3000,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.95,28.11,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,2.0,2.0,1.94,-0.06
3001,Green synthesis using Rumex nervosus leaves,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,24.08,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.09,0.09,3.06,2.97
3002,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,5.14,281.24,6.49,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.58,0.58,0.81,0.23
3003,Chemical synthesis using sodium borohydride and trisodium citrate,lab,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.57,0.97,36.24,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.02,0.02,4.8,4.78
3004,"Chemical synthesis, purchased from Sigma-Aldrich",commercial,MIC,water,none,none,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.81,1.81,0.38,-1.43
3005,Green synthesis using onion peel,lab,MIC,water,none,none,spherical,phenolic,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.44,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.13,0.13,2.24,2.11
3006,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.35,-0.35,2.39,2.74
3007,Green synthesis using Arthrospira platensis,lab,MIC,ethanol,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,40.13,0.4,69.93,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.98,0.98,3.49,2.51
3008,"Chemical synthesis, purchased from Nano-world Company",commercial,MIC,water,none,none,spherical,,107.868,1.78376517,medium,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,116.86,34.5,178.63,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,2.99,2.99,0.34,-2.65
3009,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,42.6,21.52,67.7,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.31,0.31,2.42,2.11
3010,Biosynthesis of AgNPs from S. xinghaiensis OF1 strain,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.13,0.13,2.31,2.17
3011,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.45,1.06,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.51,0.51,1.76,1.24
3012,Chemical synthesis using sodium borohydride and trisodium citrate,lab,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,147.79,1.48,330.68,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.36,0.36,2.24,1.89
3013,Green synthesis using Agrimonia eupatoria L.,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.15,0.15,2.31,2.16
3014,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.63,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,2.1,2.1,1.66,-0.44
3015,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),lab,MIC,water,none,none,cubic,protein,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,22.1,313.71,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.08,0.08,1.5,1.41
3016,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.2,0.2,0.45,0.25
3017,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,99.65,98.65,100.9,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.0,1.0,3.36,2.36
3018,Green synthesis using Agrimonia eupatoria L.,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,41.04,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.39,0.39,3.39,3.0
3019,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.51,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.06,1.06,4.04,2.98
3020,chemical_synthesis using cerium nitrate,lab,MIC,water,none,none,cubic,,172.114,4.456551526,medium,chemical,0,16,0,2,-0.2376,0.976623377,3.976623377,2,0.8,0.79,0.81,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.74,0.74,5.49,4.74
3021,Green synthesis using macroalgal biomass of Codium sp.,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,72.36,71.64,72.9,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.91,1.91,1.99,0.07
3022,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,296.6,17.69,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.41,0.41,0.32,-0.09
3023,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.35,-0.35,2.39,2.74
3024,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,77.8,62.78,96.57,7.8,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,2.29,2.29,1.14,-1.16
3025,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,5.83,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.29,-0.29,2.64,2.93
3026,Biosynthesis using actinobacteria strain HGG16n,lab,MIC,water,none,none,spherical,protein,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.25,0.25,2.31,2.06
3027,"Chemical synthesis, purchased from Sigma-Aldrich",commercial,MIC,water,none,none,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,12.75,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,2.03,2.03,0.36,-1.67
3028,green_synthesis using aqueous Brassica rapa leaf,lab,MIC,water,none,none,hexagonal,phenolic,81.389,4.082482905,weak,bio,1,8,1,1,-0.1213,0.423376623,2.423376623,1,162.91,1.63,364.51,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.63,-0.63,1.03,1.66
3029,"Chemical synthesis, purchased from Sigma-Aldrich",commercial,MIC,water,none,none,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,40.83,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,2.33,2.33,1.44,-0.88
3030,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.08,0.08,0.81,0.73
3031,Green synthesis using Azmak leaf,lab,MIC,methanol,none,none,spherical,phenolic,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,71.07,231.79,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.1,1.1,1.7,0.6
3032,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.71,0.88,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.03,-0.03,3.66,3.69
3033,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,28.14,27.86,28.49,12.96,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.14,0.14,2.87,2.72
3034,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,20.75,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.34,0.34,0.22,-0.11
3035,Eco-benign synthesis using Quercus coccifera L.,lab,MIC,water,none,none,spherical,,107.868,1.78376517,weak,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.22,1.24,11.02,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.28,0.28,2.76,2.48
3036,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,27.93,6.87,43.72,39.55,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.4,-0.4,2.05,2.45
3037,Eco-benign synthesis using Quercus coccifera L.,lab,MIC,water,none,none,spherical,,107.868,1.78376517,weak,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.34,0.34,1.66,1.32
3038,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.18,1.55,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.35,-0.35,2.39,2.74
3039,Green synthesis using Gloeophyllum striatum,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.59,2.46,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.07,0.07,2.37,2.3
3040,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,139.89,138.49,141.53,21.85,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.62,0.62,3.9,3.28
3041,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,364.51,39.93,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.2,0.2,0.45,0.25
3042,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,10.6,277.14,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.84,0.84,0.44,-0.39
3043,Green synthesis using Crossopteryx febrifuga,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,72.99,0.73,127.18,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.15,0.15,2.26,2.11
3044,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,19.48,5.52,31.21,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.17,-0.17,1.85,2.01
3045,Green synthesis using Rumex hastatus,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,6.59,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.21,0.21,2.56,2.35
3046,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,14.0,10.33,18.59,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.23,-0.23,2.09,2.33
3047,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,73.93,47.89,93.46,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,2.07,2.07,0.96,-1.1
3048,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.33,-0.33,2.4,2.73
3049,Chemical_synthesis using tetrachloroauric-III-acid hydrate,lab,MBEC,water,none,small-molecule,spherical,,196.967,2.46797672,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.68,0.89,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.02,-0.02,6.15,6.17
3050,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,46.39,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.77,0.77,3.15,2.38
3051,Physical synthesis using gamma irradiation,lab,MIC,water,none,none,spherical,,107.868,1.78376517,strong,physical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,51.91,46.02,56.33,19.3,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.39,1.39,2.29,0.91
3052,Green synthesis using Pisum sativum L.,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.36,1.13,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.13,0.13,2.31,2.17
3053,Eco-benign synthesis using Quercus coccifera L.,lab,MIC,water,none,none,spherical,,107.868,1.78376517,weak,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,115.24,1.15,205.51,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.38,0.38,1.67,1.3
3054,green_synthesis using aloe vera extract,lab,MIC,water,none,none,spherical,mixed,81.389,4.082482905,weak,bio,0,8,1,1,-0.1213,0.423376623,2.423376623,1,0.8,0.79,0.81,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.12,-0.12,2.59,2.71
3055,Green synthesis using Agrimonia eupatoria L.,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.39,0.39,3.39,3.0
3056,Chemical synthesis using PVA coating,lab,MIC,water,none,polymer,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,113.16,200.22,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.29,1.29,2.26,0.97
3057,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,96.03,23.7,150.28,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.78,0.78,1.66,0.88
3058,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,7.96,4.2,10.8,25.24,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.97,-0.97,2.89,3.86
3059,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.33,-0.33,2.4,2.73
3060,"Chemical synthesis, purchased from Sigma-Aldrich",commercial,MIC,water,none,none,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.65,0.99,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.81,1.81,0.38,-1.43
3061,Green synthesis using Agrimonia eupatoria L.,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.13,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.07,1.07,3.57,2.5
3062,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,42.05,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.03,-0.03,3.66,3.69
3063,chemical_synthesis using zinc nitrate,lab,MIC,water,none,none,spherical,,81.389,4.082482905,medium,chemical,0,8,0,1,-0.1213,0.423376623,2.423376623,1,162.91,161.28,164.95,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,2.32,2.32,2.79,0.47
3064,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,85.4,84.55,86.04,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,2.14,2.14,1.23,-0.91
3065,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.22,1.34,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.35,-0.35,2.39,2.74
3066,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,148.99,1.49,259.62,16.38,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.09,-0.09,0.67,0.76
