,np_synthesis,Source_origin,method,Solvent_for_extract,Template_type,Capping_type,shape,Bio_component_class,amw,chi0v,Red_env_strength,Red_env_type,coating,Valance_electron,Solvent_polar,lipinskiHBA,CrippenClogP,hallKierAlpha,kappa1,NumHBA,np_size_avg__nm_,np_size_min__nm_,np_size_max__nm_,time_set__hours_,bacteria_strain_1,bacteria_strain_2,reward,fe,fe_bacteria_1,fe_bacteria_2
1301,Green synthesis using Sambucus ebulus,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.35,-0.35,2.39,2.74
1302,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.35,-0.35,2.39,2.74
1303,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,81.32,0.81,141.7,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.12,0.12,1.22,1.11
1304,Green synthesis using Rumex nervosus,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,42.48,0.42,74.02,31.2,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.21,0.21,1.44,1.23
1305,Green synthesis using onion peel,lab,MIC,water,none,none,spherical,phenolic,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,2.24,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.08,0.08,2.3,2.22
1306,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.03,-0.03,3.66,3.69
1307,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,93.15,0.93,180.1,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.16,0.16,1.07,0.91
1308,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,100.66,226.65,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,2.3,2.3,0.83,-1.46
1309,Green synthesis using Senna siamea,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,61.34,0.61,106.89,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.14,-0.14,3.0,3.15
1310,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,84.47,56.6,105.37,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.42,1.42,1.94,0.52
1311,Chemical_synthesis using tetrachloroauric-III-acid hydrate and zinc nitrate,lab,MIC,water,none,small-molecule,spherical,,196.967,2.46797672,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.47,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.16,0.16,4.92,4.76
1312,Chemical synthesis using sodium borohydride and trisodium citrate,lab,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,86.51,0.87,181.15,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.27,0.27,2.34,2.07
1313,Green synthesis using Astragalus sarcocolla,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.13,23.63,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.97,0.97,4.27,3.3
1314,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,69.39,0.69,120.92,39.45,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.04,-0.04,1.9,1.94
1315,Chemical synthesis using gum kondagogu,lab,MIC,water,none,polymer,spherical,,107.868,1.78376517,medium,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,49.11,0.49,85.57,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.27,0.27,1.49,1.22
1316,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.54,0.54,0.38,-0.15
1317,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.44,1.07,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.35,-0.35,2.39,2.74
1318,green_synthesis,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.74,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.11,0.11,2.46,2.35
1319,green_synthesis using Acacia arabica leaf extract,lab,MIC,water,none,none,rod-shaped,phenolic,81.389,4.082482905,weak,bio,0,8,1,1,-0.1213,0.423376623,2.423376623,1,162.91,126.54,190.19,15.21,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.42,0.42,2.99,2.57
1320,Green synthesis using Serai kayu,lab,MIC,ethanol,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,67.27,37.06,89.93,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.84,1.84,2.77,0.94
1321,Chemical_synthesis using ligand exchange,lab,MIC,water,none,none,spherical,,196.967,2.46797672,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,147.98,1.48,331.1,6.88,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.0,1.0,1.84,0.83
1322,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.2,1.28,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.35,-0.35,2.39,2.74
1323,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.05,-0.05,3.65,3.7
1324,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.51,0.51,1.76,1.24
1325,"Chemical synthesis, purchased from Nano-world Company",commercial,MIC,water,none,none,spherical,,107.868,1.78376517,medium,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,119.46,1.19,245.04,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.56,1.56,-0.28,-1.84
1326,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,64.88,42.58,81.6,45.7,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.58,1.58,0.89,-0.68
1327,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,120.38,1.2,209.76,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.2,0.2,0.42,0.22
1328,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.64,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.35,-0.35,2.39,2.74
1329,Biosynthesis using silver tolerant bacteria (AgTB),lab,MIC,water,none,none,spherical,protein,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,6.38,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.42,0.42,0.5,0.08
1330,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,33.57,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.28,-0.28,3.25,3.53
1331,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,27.37,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.52,0.52,2.73,2.21
1332,chemical_synthesis using sodium borohydride and silver ions,lab,MIC,water,none,none,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.29,1.44,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.59,0.59,3.22,2.63
1333,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.51,0.51,1.76,1.24
1334,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,141.17,1.41,288.23,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.1,0.1,0.81,0.72
1335,Green synthesis using Arthrospira platensis,lab,MIC,ethanol,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.45,1.24,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.39,0.39,2.18,1.8
1336,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.69,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.37,-0.37,2.54,2.92
1337,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,136.7,1.37,243.01,44.21,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.2,0.2,0.43,0.22
1338,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,78.98,0.79,174.78,42.61,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.18,0.18,1.18,1.0
1339,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,76.99,227.35,10.8,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.1,1.1,1.12,0.02
1340,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,93.75,56.39,121.77,5.98,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,2.23,2.23,1.23,-0.99
1341,Chemical synthesis,lab,MIC,water,none,none,spherical,,107.868,1.78376517,medium,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.91,0.91,1.11,0.2
1342,Green synthesis using Curcuma longa,lab,MIC,ethanol,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.42,20.74,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.31,-0.31,2.4,2.71
1343,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.51,1.02,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.33,-0.33,2.4,2.73
1344,Chemical synthesis using sodium borohydride and trisodium citrate,lab,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,159.18,149.85,170.13,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.1,1.1,4.63,3.52
1345,Green synthesis using Agrimonia eupatoria L.,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.37,0.37,3.38,3.01
1346,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,137.62,136.24,138.66,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.82,0.82,3.96,3.13
1347,Green synthesis using Saussurea costus,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,49.48,36.42,59.27,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.43,1.43,2.98,1.55
1348,Green synthesis using Salvia tebesana Bunge,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,47.31,30.68,64.19,28.59,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.94,0.94,2.87,1.93
1349,Green synthesis using onion peel,lab,MIC,water,none,none,spherical,phenolic,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,289.71,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.23,0.23,1.02,0.79
1350,green_synthesis using C. zylinicum aqueous extracts,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.21,1.24,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.13,0.13,2.31,2.17
1351,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,88.6,0.89,196.4,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.48,0.48,-0.12,-0.6
1352,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.32,1.16,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.05,-0.05,3.65,3.7
1353,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.51,0.51,1.76,1.24
1354,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,126.0,83.12,158.16,34.06,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.12,1.12,3.54,2.42
1355,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.18,1.27,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.51,0.51,1.76,1.24
1356,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.64,0.92,44.48,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.77,0.77,3.15,2.38
1357,Green synthesis using Gloeophyllum striatum,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,152.43,1.52,265.61,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.34,0.34,0.48,0.14
1358,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,364.51,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.08,0.08,0.81,0.73
1359,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.41,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.35,-0.35,2.39,2.74
1360,chemical_synthesis using sodium borohydride and copper ions,lab,MIC,water,none,none,spherical,,63.546,1.243163121,strong,chemical,0,11,0,0,-0.0025,0.519480519,1.519480519,0,160.2,62.71,233.32,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.97,1.97,1.76,-0.21
1361,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.11,1.32,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.05,-0.05,3.65,3.7
1362,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,364.51,24.27,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.41,0.41,0.36,-0.05
1363,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.08,0.08,0.81,0.73
1364,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.69,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.04,-0.04,3.68,3.73
1365,Green synthesis using Rumex hastatus,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.35,0.35,0.51,0.16
1366,Green synthesis using Murraya koenigii,lab,MIC,water,none,none,spheroidal,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,1.41,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.21,0.21,2.63,2.42
1367,Green synthesis using Arthrospira platensis,lab,MIC,ethanol,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,109.27,108.18,110.35,45.76,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.33,1.33,4.81,3.47
1368,Chemical synthesis using sodium borohydride and trisodium citrate,lab,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,151.6,1.52,264.16,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.36,0.36,2.24,1.89
1369,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.59,0.97,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.33,-0.33,2.4,2.73
1370,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,8.54,8.45,8.65,23.27,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.19,-0.19,1.4,1.59
1371,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.08,0.08,0.81,0.73
1372,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,109.96,43.2,160.03,0.01,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.31,1.31,1.61,0.3
1373,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.27,1.2,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.35,-0.35,2.39,2.74
1374,green_synthesis using aloe vera extract,lab,MIC,water,none,none,spherical,mixed,81.389,4.082482905,weak,bio,0,8,1,1,-0.1213,0.423376623,2.423376623,1,0.8,0.01,1.39,28.95,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.02,-0.02,3.72,3.74
1375,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,28.96,2.26,48.98,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.38,-0.38,2.16,2.54
1376,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,14.65,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.36,-0.36,2.64,3.0
1377,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,64.21,0.64,111.89,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.29,-0.29,2.55,2.84
1378,Green synthesis using Scutellaria barbata,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.61,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.35,-0.35,2.39,2.74
1379,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.66,0.9,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.03,-0.03,3.66,3.69
1380,Green synthesis using Sambucus ebulus,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,26.18,0.26,52.22,41.86,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.42,-0.42,2.41,2.83
