,np_synthesis,Source_origin,method,Solvent_for_extract,Template_type,Capping_type,shape,Bio_component_class,amw,chi0v,Red_env_strength,Red_env_type,coating,Valance_electron,Solvent_polar,lipinskiHBA,CrippenClogP,hallKierAlpha,kappa1,NumHBA,np_size_avg__nm_,np_size_min__nm_,np_size_max__nm_,time_set__hours_,bacteria_strain_1,bacteria_strain_2,reward,fe,fe_bacteria_1,fe_bacteria_2
3983,Green synthesis using Sambucus ebulus,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,99.71,228.37,44.3,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.7,-0.7,1.69,2.39
3984,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,155.89,154.33,157.84,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.47,0.47,4.02,3.55
3985,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,32.55,10.31,55.8,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.24,0.24,1.81,1.57
3986,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,14.06,0.14,29.95,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.05,0.05,2.44,2.39
3987,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.13,23.34,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.02,-0.02,1.89,1.92
3988,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,160.46,1.6,334.11,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.39,-0.39,0.16,0.55
3989,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,156.83,167.47,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.48,0.48,4.03,3.55
3990,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.57,10.71,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.14,0.14,1.94,1.8
3991,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,24.62,272.02,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.46,-0.46,1.27,1.73
3992,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.13,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.48,0.48,4.04,3.56
3993,chemical_synthesis using sodium borohydride and copper ions,lab,MIC,water,none,none,spherical,,63.546,1.243163121,strong,chemical,0,11,0,0,-0.0025,0.519480519,1.519480519,0,162.91,161.28,164.13,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.04,-0.04,4.9,4.94
3994,Biosynthesis using Rehmannia glutinosa fungi symbiont,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.13,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.61,0.61,4.41,3.81
3995,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.13,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.12,0.12,1.66,1.54
3996,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.89,-0.89,2.4,3.29
3997,Green synthesis using Origanum ehrenbergii,lab,MIC,water,none,none,pseudo-spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.13,48.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.41,-0.41,3.4,3.82
3998,Chemical_synthesis using silver nitrate and zinc nitrate,lab,MIC,water,none,none,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.17,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.41,0.41,2.96,2.55
3999,Green synthesis using Kalmia angustifolia,lab,MIC,ethanol,none,none,oval,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,110.47,228.46,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.4,-0.4,3.46,3.86
4000,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,154.84,3.89,269.52,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.04,-0.04,0.55,0.59
4001,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.95,46.35,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.13,-0.13,3.6,3.72
4002,Chemical synthesis using sodium borohydride and trisodium citrate,lab,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,64.01,245.18,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.25,-0.25,2.88,3.13
4003,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,140.46,139.06,141.51,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.42,0.42,3.96,3.53
4004,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,90.31,23.69,173.58,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.43,0.43,2.23,1.8
4005,Chemical synthesis using sodium borohydride and trisodium citrate,lab,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,134.59,38.6,206.58,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.13,-0.13,2.39,2.52
4006,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,50.73,247.04,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.15,0.15,0.7,0.55
4007,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,121.7,120.48,122.62,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.02,0.02,1.91,1.9
4008,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,39.92,39.52,40.22,12.5,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.55,0.55,1.85,1.3
4009,green_synthesis using A. indica leaf aqueous extract,lab,MIC,water,none,none,quasi-spherical,phenolic,81.389,4.082482905,weak,bio,0,8,1,1,-0.1213,0.423376623,2.423376623,1,162.91,1.63,356.27,48.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-1.28,-1.28,0.45,1.74
4010,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.95,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.48,0.48,4.04,3.56
4011,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,22.45,330.61,48.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.41,-0.41,1.04,1.45
4012,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,346.74,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.28,-0.28,0.81,1.09
4013,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,22.35,22.13,22.59,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.08,-0.08,3.56,3.64
4014,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,29.17,28.88,29.45,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.1,0.1,2.31,2.21
4015,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,78.52,260.9,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.05,0.05,0.71,0.66
4016,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,153.05,151.52,154.2,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.47,0.47,4.02,3.55
4017,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,15.62,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.27,-0.27,0.7,0.97
4018,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,134.52,184.2,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.33,-0.33,1.27,1.59
4019,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.13,24.28,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.32,0.32,4.27,3.95
4020,Physical synthesis using gamma irradiation,lab,MIC,water,none,none,spherical,,107.868,1.78376517,strong,physical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,74.02,247.65,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.01,0.01,1.18,1.16
4021,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.13,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.12,0.12,1.66,1.54
4022,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,159.9,154.13,164.23,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.12,0.12,1.66,1.54
4023,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.87,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.12,0.12,1.66,1.54
4024,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,123.02,24.73,196.74,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.44,-0.44,1.28,1.72
4025,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,316.47,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.28,-0.28,0.81,1.09
4026,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,108.86,107.77,109.68,15.83,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.35,0.35,4.32,3.97
4027,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,82.44,0.82,174.51,5.72,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.22,0.22,1.39,1.17
4028,Chemical synthesis,lab,MIC,water,none,none,spherical,,107.868,1.78376517,medium,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,139.85,97.09,193.3,29.07,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.25,-0.25,1.75,2.0
4029,Green synthesis using Syzygium cumini seeds,lab,MIC,ethanol,none,none,oval,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.13,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.14,0.14,4.62,4.48
4030,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,113.95,112.81,115.29,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.06,0.06,1.91,1.85
4031,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.47,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.12,0.12,1.66,1.54
4032,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.39,-0.39,0.16,0.55
4033,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,151.5,171.47,2.65,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.13,0.13,1.77,1.64
4034,Chemical synthesis using sodium borohydride and trisodium citrate,lab,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.29,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.32,0.32,4.71,4.39
4035,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.13,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.12,0.12,1.66,1.54
4036,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,110.2,101.83,116.48,48.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.24,-0.24,3.42,3.65
4037,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.13,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.12,0.12,1.66,1.54
4038,Green synthesis using Gloeophyllum striatum,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.63,45.74,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-1.35,-1.35,3.38,4.73
4039,Green synthesis using Solanum tuberosum,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,154.17,89.35,202.78,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.03,0.03,2.63,2.59
4040,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,32.74,260.54,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.26,0.26,1.2,0.94
4041,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.29,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.48,0.48,4.04,3.56
4042,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,65.85,264.01,6.6,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.05,0.05,1.43,1.38
4043,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,129.86,193.23,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.04,-0.04,2.34,2.38
4044,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.28,-0.28,0.81,1.09
4045,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.13,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.48,0.48,4.04,3.56
4046,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,83.51,0.84,179.63,27.62,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.38,-0.38,0.49,0.86
4047,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,152.82,151.29,153.97,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.47,0.47,4.02,3.55
4048,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,117.34,197.09,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.08,-0.08,2.57,2.65
4049,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,291.75,23.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.44,-0.44,0.92,1.37
4050,Chemical synthesis using sodium borohydride and trisodium citrate,lab,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.13,32.92,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.14,0.14,4.66,4.53
4051,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,99.11,98.12,99.85,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.35,0.35,3.85,3.51
4052,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,26.4,0.26,48.75,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.46,-0.46,2.15,2.61
4053,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.13,48.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.3,-0.3,1.79,2.1
4054,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,17.26,0.17,30.08,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.03,0.03,2.22,2.19
4055,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.13,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.48,0.48,4.04,3.56
4056,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.13,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.48,0.48,4.04,3.56
4057,green_synthesis using Phlomis Leaf Extract,lab,MIC,water,none,none,hexagonal,phenolic,81.389,4.082482905,weak,bio,0,8,1,1,-0.1213,0.423376623,2.423376623,1,162.91,161.28,164.13,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.36,0.36,4.49,4.14
4058,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.13,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.12,0.12,1.66,1.54
4059,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.41,-0.41,1.76,2.17
4060,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,30.31,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.29,-0.29,2.74,3.03
4061,Chemical synthesis using halloysite nanotubes,lab,MIC,ethanol,halloysite,none,tubular,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,155.04,168.81,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.6,0.6,6.8,6.2
4062,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.89,-0.89,2.4,3.29
4063,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,102.6,208.14,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.09,-0.09,2.28,2.37
4064,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,125.48,198.12,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.04,-0.04,2.34,2.38
4065,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,59.13,292.64,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.36,-0.36,0.38,0.75
4066,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.41,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.48,0.48,4.04,3.56
4067,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,31.86,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.57,-0.57,0.42,0.99
4068,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,130.42,129.12,131.4,41.29,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.19,-0.19,3.61,3.8
4069,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.89,-0.89,2.4,3.29
4070,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,10.75,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.28,-0.28,1.01,1.29
4071,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.13,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.48,0.48,4.04,3.56
4072,Physical synthesis using gamma irradiation,lab,MIC,water,none,none,spherical,,107.868,1.78376517,strong,physical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,96.5,212.72,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.03,-0.03,1.79,1.82
4073,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.41,1.37,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.49,0.49,3.94,3.45
